,Platform,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14
6171,Android,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
6172,Android,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0
6174,Android,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
6179,Android,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6180,Apple,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6183,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6184,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6185,Android,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0
6187,Apple,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6189,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6191,Android,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0
6192,Android,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6194,Apple,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
6198,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6199,Android,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
6202,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,Apple,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
6204,Android,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
6205,Android,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0
6206,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6207,Apple,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6209,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216,Android,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6218,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6219,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6220,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6221,Android,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
6223,Android,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0
6224,Android,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0
6225,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6226,Apple,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6228,Android,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6230,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6232,Android,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
6234,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6236,Apple,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6238,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6239,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6240,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6244,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6245,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6246,Apple,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0
6252,Android,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0
6253,Android,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
6254,Android,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0
6255,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6256,Android,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6257,Android,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
6259,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6262,Apple,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6263,Android,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0
6264,Apple,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6265,Apple,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
6266,Apple,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
6267,Android,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
6271,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6272,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6273,Android,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
6274,Apple,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
6275,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6276,Android,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6277,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6278,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6280,Apple,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0
6281,Android,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6282,Apple,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
6283,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6284,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6289,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6292,Android,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0
6293,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6294,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6298,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,Android,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
6300,Apple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6302,Android,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
6305,Android,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
6306,Apple,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6308,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6309,Android,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
6310,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6312,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6315,Apple,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
6316,Android,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
6319,Apple,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6321,Android,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
6322,Android,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0
6324,Android,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6325,Apple,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6326,Apple,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
6328,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6333,Android,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
6335,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6336,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6337,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6338,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6339,Android,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0
6340,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6341,Android,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0
6343,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6345,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6346,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6347,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6348,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6349,Apple,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6350,Android,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6352,Android,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0
6355,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6356,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6361,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6363,Android,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0
6364,Android,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0
6367,Android,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
6368,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6372,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6373,Apple,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
6375,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6377,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6379,Apple,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
6384,Android,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0
6387,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6388,Android,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6391,Android,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
6393,Apple,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0
6395,Android,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
6396,Android,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6397,Android,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
6398,Apple,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6400,Android,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6405,Android,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
6407,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6408,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6409,Android,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0
6411,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6412,Android,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6417,Android,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
6420,Android,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
6423,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,Android,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6425,Android,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6428,Apple,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
6432,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6433,Apple,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
6435,Android,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
6436,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6437,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6442,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6444,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6445,Android,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6446,Android,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
6447,Android,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6448,Apple,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0
6449,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6452,Apple,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
6455,Apple,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
6457,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6458,Android,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
6459,Apple,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6460,Apple,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6464,Android,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0
6465,Apple,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6466,Android,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6467,Android,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0
6470,Android,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
6471,Apple,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
6472,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6473,Android,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6475,Apple,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6476,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6477,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6481,Android,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
6482,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6483,Android,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0
6484,Apple,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0
6487,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6488,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6490,Android,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6491,Apple,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6493,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6494,Apple,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0
6496,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6497,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6500,Android,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0
6502,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6509,Android,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
6511,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6513,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6514,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6517,Android,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
6518,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6519,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6520,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6522,Android,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0
6524,Apple,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6525,Android,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
6527,Android,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
6531,Android,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6532,Apple,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
6533,Android,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
6535,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6537,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6538,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6539,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6541,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6542,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6543,Apple,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6546,Android,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
6550,Android,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0
6553,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6554,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6555,Android,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6556,Apple,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
6560,Android,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6563,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6564,Android,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
6565,Apple,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
6568,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6574,Android,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0
6575,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6576,Android,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0
6577,Apple,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
6580,Apple,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
6581,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6582,Android,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
6584,Android,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
6587,Android,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6589,Android,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
6592,Android,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0
6593,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6594,Android,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6595,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6596,Apple,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
6597,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6602,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6603,Android,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
6605,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6606,Apple,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0
6609,Apple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6610,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6611,Android,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6619,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6620,Android,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
6621,Android,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
6625,Apple,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6626,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6627,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6628,Android,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
6629,Apple,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6630,Apple,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
6633,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6634,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6638,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6639,Android,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
6640,Android,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6643,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6644,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6645,Android,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
6646,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6647,Android,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
6648,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6650,Apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6652,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6656,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6658,Android,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
6660,Android,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
6662,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6665,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6666,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6667,Android,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
6668,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6672,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6674,Android,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6676,Apple,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
6677,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6678,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6681,Android,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0
6682,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6683,Android,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6684,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6688,Android,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0
6689,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6691,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6692,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6693,Android,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
6694,Android,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
6695,Android,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
6696,Android,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6698,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,Apple,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0
6700,Android,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6702,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6706,Apple,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
6707,Apple,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
6710,Apple,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
6712,Android,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0
6713,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6715,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6716,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6717,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6718,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6719,Android,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6722,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6726,Android,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
6730,Android,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6734,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6738,Android,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
6739,Android,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0
6742,Android,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
6743,Android,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
6748,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,Android,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6751,Android,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0
6753,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6756,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6757,Android,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6758,Android,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0
6761,Android,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
6762,Android,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6763,Android,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6765,Android,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6766,Apple,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6767,Apple,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6770,Android,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
6771,Android,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6772,Android,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6774,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6776,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6777,Apple,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
6778,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6779,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6781,Apple,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
6782,Android,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
6783,Android,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6784,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,Android,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
6789,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6790,Android,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6792,Apple,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
6793,Apple,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0
6795,Android,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6797,Apple,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6798,Android,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
6805,Apple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6806,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6807,Android,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
6815,Apple,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
6820,Apple,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
6821,Android,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6822,Android,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6823,Android,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
6824,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6825,Android,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6827,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,Apple,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
6831,Android,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
6832,Android,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
6838,Android,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
6839,Android,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
6840,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,Android,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6842,Apple,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
6844,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6845,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6846,Android,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6847,Android,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6848,Android,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6849,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6850,Android,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0
6851,Android,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
6854,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6855,Android,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0
6857,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6858,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6861,Apple,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6862,Android,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6863,Android,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0
6864,Apple,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
6865,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
